Prowess company name,Short name,NIC code,Incorporation year,NSE symbol
HIMADRI SPECIALITY CHEMICAL LTD.,NA,23999,1987,HSCL
R K D AGRI & RETAIL LTD.,NA,46411,1986,NA
HIMALAYA FOOD INTL. LTD.,HIMALYA INTL.,1136,1992,NA
HIMATSINGKA SEIDE LTD.,HIMATSINGKA SEIDE,13921,1985,HIMATSEIDE
HIND COMMERCE LTD.,HIND COMMERCE,46411,1984,NA
HIND RECTIFIERS LTD.,HIND RECTIFIERS,27900,1958,HIRECT
HINDALCO INDUSTRIES LTD.,NA,24202,1958,HINDALCO
N D L VENTURES LTD.,HINDUJA TMT,64990,1985,NDLVENTURE
HINDUSTAN ADHESIVES LTD.,HINDUSTAN ADHESIVES,22209,1988,NA
HINDUSTAN AERONAUTICS LTD.,HAL,34,1963,HAL
HINDUSTAN AGRIGENETICS LTD.,NA,41001,1990,NA
HINDUSTAN APPLIANCES LTD.,HINDUSTAN APPLIANCES,64300,1984,NA
HINDUSTAN COMPOSITES LTD.,HINDUSTAN COMPOSITES,29301,1964,HINDCOMPOS
HINDUSTAN CONSTRUCTION CO. LTD.,HINDUSTAN CONST. CO.,42101,1926,HCC
HINDUSTAN COPPER LTD.,HINDUSTAN COPPER,7291,1967,HINDCOPPER
ALGOQUANT FINTECH LTD.,NA,64990,1962,NA
HINDUSTAN FLUORO CARBONS LTD.,ee,64300,1983,NA
HINDUSTAN FOODS LTD.,NA,10794,1984,HNDFDS
HINDUSTAN HARDY LTD.,HHSL,29301,1982,NA
HINDUSTAN HOUSING CO. LTD.,NA,961,1934,NA
HINDUSTAN UNILEVER LTD.,NA,20239,1933,HINDUNILVR
HINDUSTAN MOTORS LTD.,HINDUSTAN MOTORS,64300,1942,HINDMOTORS
HINDUSTAN OIL EXPLORATION CO. LTD.,is,620,1996,HINDOILEXP
HINDUSTAN ORGANIC CHEMICALS LTD.,NA,20119,1960,HOCL
HINDUSTAN PETROLEUM CORPN. LTD.,HPCL,19209,1952,HINDPETRO
HINDUSTAN PHOTO FILMS MFG. CO. LTD.,NA,34,1960,HINDPHOTO
A G I GREENPAC LTD.,HSIL,23103,1960,AGI
HINDUSTAN BIO SCIENCES LTD.,NA,46497,1991,NA
LUHARUKA MEDIA & INFRA LTD.,NA,64990,1987,NA
HINDUSTAN TIN WORKS LTD.,NA,24203,1958,HINDTINWRK
HINDUSTAN ZINC LTD.,HINDUSTAN ZINC,24203,1966,HINDZINC
HINDUSTHAN NATIONAL GLASS & INDS. LTD.,NA,23103,1946,HINDNATGLS
VIAAN INDUSTRIES LTD.,NA,46909,1982,NA
MANAKSIA LTD.,MANAKSIA,46620,1984,MANAKSIA
HINDUSTHAN UDYOG LTD.,HINDUSTHAN UDYOG,64300,1947,NA
HINDUSTHAN URBAN INFRASTRUCTURE LTD.,HVPL,23934,1959,NA
DHENU BUILDCON INFRA LTD.,NA,64990,1909,NA
HIPOLIN LTD.,NA,20233,1994,NA
HIRA AUTOMOBILES LTD.,HIRA AUTOMOBILES,45101,1989,NA
HISAR METAL INDS. LTD.,NA,24105,1990,HISARMETAL
HISAR SPINNING MILLS LTD.,HISAR SPG. MILLS,13111,1992,NA
S R M ENERGY LTD.,HITKARI FIBRES,42201,1985,NA
HONDA INDIA POWER PRODUCTS LTD.,NA,28132,1985,HONDAPOWER
SKIL INFRASTRUCTURE LTD.,NA,64300,1983,SKIL
MANOJ VAIBHAV GEMS 'N' JEWELLERS LTD.,HOTEL ANANT,47733,1989,MVGJL
PURPLE ENTERTAINMENT LTD.,NA,64191,1974,NA
H L V LTD.,NA,55101,1981,HLVLTD
UNIVA FOODS LTD.,HOTEL RUGBY,70200,1991,UNIVAFOODS
HOUSING & URBAN DEVP. CORPN. LTD.,HUDCO,66190,1970,HUDCO
HOUSING DEVELOPMENT & INFRASTRUCTURE LTD.,NA,41001,1996,HDIL
HOWARD HOTELS LTD.,NA,55101,1989,NA
TATA TELESERVICES (MAHARASHTRA) LTD.,NA,61209,1995,TTML
EPSOM PROPERTIES LTD.,EPSOM PROPERTIES,46909,1987,NA
H I L LTD.,HYDERABAD INDS.,23959,1955,HIL
KINGFA SCIENCE & TECHNOLOGY (INDIA) LTD.,NA,22209,1983,KINGFA
HYPERSOFT TECHNOLOGIES LTD.,NA,62013,1983,NA
HYUNDAI MOTOR INDIA LTD.,HYUNDAI MOTOR,29101,1996,HYUNDAI
I B INFOTECH ENTERPRISES LTD.,NA,46909,1987,NA
I C D S LTD.,NA,64300,1971,ICDSLTD
I C I C I BANK LTD.,NA,64191,1994,ICICIBANK
I C I C I SECURITIES LTD.,NA,649,1995,ISEC
3I INFOTECH LTD.,3I INFOTECH,62013,1993,3IINFOLTD
I C I C I LOMBARD GENERAL INSURANCE CO. LTD.,ICICI LOMBARD,65120,2000,ICICIGI
I C I C I PRUDENTIAL LIFE INSURANCE CO. LTD.,ICICI PRUDENTIAL,65110,2000,ICICIPRULI
AKZO NOBEL INDIA LTD.,ICI,20221,1954,AKZOINDIA
I C R A LTD.,ICRA,70200,1991,ICRA
CYBER MEDIA RESEARCH & SERVICES LTD.,I D C (INDIA),73200,1996,CMRSL
G O C L CORPN. LTD.,GULF OIL CORPN.,20292,1961,GOCLCORP
I E C EDUCATION LTD.,I E C SOFTWARES,64191,1994,NA
I F B AGRO INDS. LTD., ,11019,1982,IFBAGRO
I F B INDUSTRIES LTD.,IFB,27509,1974,IFBIND
SIDDHA VENTURES LTD.,NA,64300,1991,NA
I F C I LTD.,NA,64920,1993,IFCI
N M S GLOBAL LTD.,I F M IMPEX GLOBAL,46909,1986,NA
I G C INDUSTRIES LTD.,I G C FOILS,46411,1980,NA
I G PETROCHEMICALS LTD.,I G PETROCHEMICALS,20119,1988,IGPL
ARSHIYA LTD.,NA,52243,1981,ARSHIYA
I L & F S INVESTMENT MANAGERS LTD.,NA,64300,1986,IVC
KANANI INDUSTRIES LTD.,I M P FINANCE,32111,1983,KANANIIND
I M P POWERS LTD.,I M P POWERS,27102,1961,INDLMETER
I P RINGS LTD.,I P RINGS,28140,1991,IPRINGLTD
I POWER SOLUTIONS INDIA LTD.,NA,62013,1985,NA
I S L CONSULTING LTD.,NA,64300,1993,NA
I S T LTD.,IST,34,1976,NA
AXISCADES TECHNOLOGIES LTD.,AXIS-IT,71100,1990,AXISCADES
I T C LTD.,ITC,12003,1910,ITC
I T I LTD.,I T I,46909,1950,ITI
I T L INDUSTRIES LTD.,NA,28221,1989,NA
I V P LTD.,NA,20299,1929,IVP
I V R C L LTD.,NA,42101,1987,IVRCLINFRA
ORACLE FINANCIAL SERVICES SOFTWARE LTD.,I-FLEX,62013,1989,OFSS
KRETTO SYSCON LTD.,IDEAL OPTICS,64191,1994,NA
MKVENTURES CAPITAL LTD.,NA,64990,1991,NA
IMPEX FERRO TECH LTD.,NA,24104,1995,IMPEXFERRO
INANI MARBLES & INDS. LTD.,NA,8997,1994,NA
INANI SECURITIES LTD.,INANI SECURITIES,64191,1994,NA
VISAGAR FINANCIAL SERVICES LTD.,NA,64300,1994,NA
INCAP LTD.,NA,26101,1990,NA
INCON ENGINEERS LTD.,NA,77,1970,NA
IND BANK HOUSING LTD.,IND BANK HOUSING,64192,1991,NA
IND-SWIFT LABORATORIES LTD.,NA,2100,1995,INDSWFTLAB
IND-SWIFT LTD.,NA,21002,1986,INDSWFTLTD
INDAG RUBBER LTD.,INDAG RUBBER,22113,1978,NA
INDBANK MERCHANT BANKING SERVICES LTD.,NA,64191,1989,INDBANK
INDERGIRI FINANCE LTD.,INDERGIRI FINANCE,64990,1995,NA
INDIA CEMENTS CAPITAL LTD.,ICCFL,66190,1985,NA
INDIA CEMENTS LTD.,NA,23941,1946,INDIACEM
INDIA GELATINE & CHEMICALS LTD.,NA,20295,1973,NA
INDIA GLYCOLS LTD.,IGL,1101,1983,INDIAGLYCO
I I F L FINANCE LTD.,INDIA INFOLINE,64990,1995,IIFL
I I F L CAPITAL SERVICES LTD.,NA,66120,1996,IIFLCAPS
INDIA LEASE DEVP. LTD.,INDIA LEASE DEVP.,64300,1984,INDIALEASE
TEAMLEASE SERVICES LTD.,TEAMLEASE SERVICES,78100,2000,TEAMLEASE
INDIA MOTOR PARTS & ACCESSORIES LTD.,NA,45300,1954,IMPAL
INDIA NIPPON ELECTRICALS LTD.,NA,29304,1984,INDNIPPON
INDIA RADIATORS LTD.,INDIA RADIATORS,77,1949,NA
INDIA TOURISM DEVP. CORPN. LTD.,ITDC,55101,1965,ITDC
INDIAMART INTERMESH LTD.,INDIAMART INTERMESH,47990,1999,INDIAMART
INDIAN ACRYLICS LTD.,INDIAN ACRYLICS,20302,1986,INDIANACRY
INDIAN BANK,INDIAN BANK,64191,1907,INDIANB
AZAD INDIA MOBILITY LTD.,NA,64191,1960,NA
INDIAN CARD CLOTHING CO. LTD.,NA,13997,1955,INDIANCARD
LADDU GOPAL ONLINE SERVICES LTD.,NA,64191,1993,NA
I E L LTD.,IEL,46691,1956,NA
INDIAN HOTELS CO. LTD.,NA,55101,1902,INDHOTEL
INDIAN HUME PIPE CO. LTD.,NA,41001,1926,INDIANHUME
INDIAN INFOTECH & SOFTWARE LTD.,INDIAN INFOTECH,64990,1982,NA
INDIAN LINK CHAIN MFRS. LTD.,NA,64990,1956,NA
INDIAN METALS & FERRO ALLOYS LTD.,NA,24104,1961,IMFA
INDIAN OIL CORPN. LTD.,IOC,19209,1959,IOC
FUTURA POLYESTERS LTD.,FUTURA POLYESTERS,20302,1960,INDIANORG
INDIAN OVERSEAS BANK,INDIAN OVERSEAS,64191,1937,IOB
INDIAN RAILWAY CATERING & TOURISM CORPN. LTD.,INDIAN RAILWAY,46909,1999,IRCTC
INDIAN RAILWAY FINANCE CORPN. LTD.,NA,64920,1986,IRFC
INDIAN RENEWABLE ENERGY DEVP. AGENCY LTD.,NA,64920,1987,IREDA
INDIAN TONERS & DEVELOPERS LTD.,REG,20223,1990,NA
INDIAN WOOD PRODUCTS CO. LTD.,NA,20113,1919,NA
INDIGO PAINTS LTD.,INDIGO PAINTS,20221,2000,INDIGOPNTS
INDITALIA REFCON LTD.,INDITALIA REFCON,64191,1986,NA
INDO AMINES LTD.,INDO AMINES,20,1992,INDOAMIN
CHALLANI CAPITAL LTD.,INDO ASIAN FINANCE,64920,1990,NA
INDO BORAX & CHEMICALS LTD.,NA,20112,1980,INDOBORAX
INDO COTSPIN LTD.,INDO COTSPIN,13121,1995,NA
INDO COUNT INDS. LTD.,INDO COUNT INDS.,13124,1988,ICIL
INDO CREDIT CAPITAL LTD.,NA,64300,1993,NA
INDO GLOBAL ENTERPRISES LTD.,NA,41001,1985,NA
I I T L PROJECTS LTD.,INDO GREEN PROJECTS,64300,1994,NA
INDO GULF INDS. LTD.,IGIL,20292,1981,NA
EON ELECTRIC LTD.,INDO ASIAN FUSEGEAR,27400,1989,EON
PANASONIC CARBON INDIA CO. LTD.,NA,27900,1982,PANCARBON
INDO- NATIONAL LTD.,NA,27201,1972,NIPPOBATRY
INDO RAMA SYNTHETICS (INDIA) LTD.,INDO RAMA,20302,1986,INDORAMA
INDO TECH TRANSFORMERS LTD.,NA,27102,1992,INDOTECH
INDO THAI SECURITIES LTD.,INDO THAI SECURITIES,64300,1995,INDOTHAI
INDOWIND ENERGY LTD.,INDOWINDENERGY,35106,1995,INDOWIND
INDO-CITY INFOTECH LTD.,INDO-CITY INFOTECH,64300,1992,NA
INDOCO REMEDIES LTD.,NA,21002,1947,INDOCO
MARGO FINANCE LTD.,NA,64300,1991,NA
INDOKEM LTD.,INDOKEM,20114,1964,KHATJUNKER
INDONG TEA CO. LTD.,INDONG TEA CO.,10791,1990,NA
INDRAPRASTHA GAS LTD.,NA,52109,1998,IGL
INDRAPRASTHA MEDICAL CORPN. LTD.,NA,86100,1988,INDRAMEDCO
INDRAYANI BIOTECH LTD.,INDRAYANI BIOTECH,11049,1992,NA
INDSIL HYDRO POWER & MANGANESE LTD.,INDSIL,24104,1990,NA
INDUCTO STEELS LTD.,NA,24209,1988,NA
INDUSIND BANK LTD.,INDUSIND BANK,64191,1994,INDUSINDBK
INDUSTRIAL & PRUDENTIAL INVST. CO. LTD.,NA,64300,1913,NA
I D B I BANK LTD.,NA,64191,2004,IDBI
INDUSTRIAL INVESTMENT TRUST LTD.,IITL,64300,1933,IITL
INFO-DRIVE SOFTWARE LTD.,IDSL,62013,1988,INFODRIVE
INFOSYS LTD.,INFOSYS,62013,1981,INFY
CYIENT LTD.,INFOTECH ENTERPRISES,62013,1991,CYIENT
INFRA INDUSTRIES LTD.,INFRA INDS.,22208,1989,NA
I D F C LTD. [MERGED],IDFC,64300,1997,IDFC
INGERSOLL-RAND (INDIA) LTD.,NA,28132,1921,INGERRAND
INLAND PRINTERS LTD.,INLAND PRINTERS,70200,1978,NA
I C S A (INDIA) LTD.,I C S A (INDIA),64191,1994,ICSA
INNOCORP LTD.,NA,22202,1994,NA
CONSTRONICS INFRA LTD.,NA,466,1992,NA
INNOVATIVE IDEALS & SERVICES (INDIA) LTD.,NA,46529,2000,NA
INNOVATIVE TECH PACK LTD.,NA,22203,1989,NA
INNOVATIVE TYRES & TUBES LTD.,NA,22119,1995,ITTL
INOX AIR PRODUCTS PVT. LTD.,%,20116,1963,INDOXYGEN
INOX INDIA LTD.,INOX INDIA,25122,1976,INOXINDIA
INSECTICIDES (INDIA) LTD.,INSECTICIDES (INDIA),20211,1996,INSECTICID
INSILCO LTD.,NA,64300,1988,INSILCO
SUNTECK REALTY LTD.,SUNTECK,41001,1981,SUNTECK
INTEC CAPITAL LTD.,INTEC,64990,1994,NA
INTEGRA CAPITAL LTD.,NA,64300,1990,NA
INTEGRA SWITCHGEAR LTD.,INTEGRA SWITCHGEAR,64300,1992,NA
INTEGRA TELECOMMUNICATION & SOFTWARE LTD.,NA,26201,1985,NA
KEMISTAR CORPORATION LTD.,NA,46691,1994,NA
INTEGRATED CAPITAL SERVICES LTD.,NA,64191,1993,NA
INTEGRATED HITECH LTD.,NA,77,1993,NA
INTEGRATED PROTEINS LTD.,INTEGRATED PROTEINS,46101,1992,NA
INTEGRATED INDUSTRIES LTD.,NA,46909,1995,NA
INTEGRATED THERMOPLASTICS LTD.,NA,22209,1994,NA
YUVRAAJ HYGIENE PRODUCTS LTD.,NA,34,1995,NA
INTER GLOBE FINANCE LTD.,INTER GLOBE FINANCE,64300,1992,NA
I S F LTD.,INTER STATE FINANCE,64990,1988,NA
INTER STATE OIL CARRIER LTD.,NA,4923,1984,NA
INTERACTIVE FINANCIAL SERVICES LTD.,NA,66190,1994,NA
INTERARCH BUILDING PRODUCTS LTD.,NA,25999,1983,INTERARCH
MEDICO INTERCONTINENTAL LTD.,NA,46497,1984,NA
NATIONAL FITTINGS LTD.,NA,24106,1993,NA
INTERLINK PETROLEUM LTD.,INTERLINK PETROLEUM,71100,1991,NA
INTERNATIONAL COMBUSTION (INDIA) LTD.,NA,28249,1936,NA
INTERNATIONAL CONVEYORS LTD.,INTL. CONVEYORS,22209,1973,INTLCONV
INTERNATIONAL DATA MGMT. LTD.,INTL. DATA MNGT.,70200,1977,NA
INTERNATIONAL GEMMOLOGICAL INSTITUTE (INDIA) PVT. LTD.,NA,85,1999,IGIL
KOTIA ENTERPRISES LTD.,NA,64191,1980,NA
INTERNATIONAL TRAVEL HOUSE LTD.,INTL. TRAVEL HOUSE,79120,1981,INTLTRAVHS
INTERWORLD DIGITAL LTD.,INTERWORLD DIGITAL,46909,1995,NA
NEWTIME INFRASTRUCTURE LTD.,INTRA INFOTECH,70200,1984,NA
INVENTURE GROWTH & SECURITIES LTD.,NA,66120,1995,INVENTURE
INVESTMENT & PRECISION CASTINGS LTD.,NA,24319,1975,NA
QUADRANT TELEVENTURES LTD.,H F C L INFOTEL,61900,1946,NA
SOURCE NATURAL FOODS & HERBAL SUPPLEMENTS LTD.,INWINEX,2100,1995,NA
ION EXCHANGE (INDIA) LTD.,NA,28299,1964,IONEXCHANG
IPCA LABORATORIES LTD.,NA,21002,1949,IPCALAB
FIRST FINTEC LTD.,I Q M S SOFTWARE,62013,2000,NA
IRCON INTERNATIONAL LTD.,IRCON,42209,1976,IRCON
IRIS BUSINESS SERVICES LTD.,NA,63999,2000,IRIS
J M G CORPORATION LTD.,NA,70200,1989,NA
ISHAAN INFRASTRUCTURES & SHELTERS LTD.,NA,64191,1995,NA
ISHAN DYES & CHEMICALS LTD.,NA,20114,1993,NA
ISHAN INTERNATIONAL LTD.,ISHAN INTL.,47,1995,ISHAN
ISHITA DRUGS & INDS. LTD.,ISHITA DRUGS & INDS.,2100,1992,NA
LORDS ISHWAR HOTELS LTD.,IBHL,55101,1985,NA
UNITED INTERACTIVE LTD.,NEEMTEK ORGANIC,64300,1983,NA
ISHWARSHAKTI HOLDING & TRADERS LTD.,NA,64300,1983,NA
INDIA STEEL WORKS LTD.,NA,24105,1987,ISIBARS
GODAWARI POWER & ISPAT LTD.,GPIL,2410,1999,GPIL
ISPAT PROFILES INDIA LTD.,ISPAT PROFILES INDIA,25113,1985,ISPATPROF
VIVANZA BIOSCIENCES LTD.,IVEE INJECTAA,46497,1982,NA
IYKOT HITECH TOOLROOM LTD.,NA,222,1991,NA
J A FINANCE LTD.,J A FINANCE,64990,1993,NA
J B CHEMICALS & PHARMACEUTICALS LTD.,NA,21002,1976,JBCHEPHARM
J B F INDUSTRIES LTD.,J B F INDS.,20301,1982,JBFIND
J B M AUTO LTD.,J B M AUTO,29209,1996,JBMA
J C T LTD.,JCT,13131,1946,JCT
J J EXPORTERS LTD.,NA,13122,1972,NA
J J FINANCE CORPN. LTD.,JJ FINANCE,64990,1982,NA
J K LAKSHMI CEMENT LTD., ,23941,1938,JKLAKSHMI
UMANG DAIRIES LTD.,JK DAIRY,10502,1992,UMANGDAIRY
J K TYRE & INDS. LTD.,JK INDS.,22119,1951,JKTYRE
J K PAPER LTD.,JK PAPER,17013,1960,JKPAPER
J K PHARMACHEM LTD.,J K PHARMACHEM,21001,1990,JKPHARMA
JAYKAY ENTERPRISES LTD.,JK SYNTHETICS,64191,1961,JKSYNTHETC
UDAIPUR CEMENT WORKS LTD.,UDAIPUR CEMENT WORKS,23942,1993,UDAICEMENT
J KUMAR INFRAPROJECTS LTD.,NA,42101,1999,JKIL
J M FINANCIAL LTD.,J M FINANCIAL,66301,1986,JMFINANCIL
J P T SECURITIES LTD.,J P T SECURITIES,64990,1994,NA
AADI INDUSTRIES LTD.,JRC,46909,1994,NA
J R FOODS LTD.,JR FOODS,77,1993,NA
INDITRADE CAPITAL LTD.,NA,64191,1994,NA
COLAB CLOUD PLATFORMS LTD.,J S G LEAS.,63999,1989,NA
J S L INDUSTRIES LTD.,J S L INDS.,2710,1966,NA
J TAPARIA PROJECTS LTD.,NA,46101,1980,NA
DUGAR HOUSING DEVELOPMENTS LTD.,NA,41001,1992,NA
JAGAN LAMPS LTD.,NA,27400,1993,NA
J T L INDUSTRIES LTD.,NA,24311,1991,JTLIND
JAGATJIT INDUSTRIES LTD.,JAGATJIT INDS.,11011,1944,JAGAJITIND
JAGJANANI TEXTILES LTD.,JAGJANANI TEXTILES,64191,1997,NA
JAGRAN PRAKASHAN LTD.,JAGRAN PRAKASHAN,58131,1975,JAGRAN
JAGSONPAL FINANCE & LEASING LTD.,NA,64300,1991,NA
JAGSONPAL PHARMACEUTICALS LTD.,NA,21002,1978,JAGSNPHARM
JAI BALAJI INDS. LTD.,JAI BALAJI SPONGE,24101,1999,JAIBALAJI
JAI CORP LTD.,JAI CORP,22203,1985,JAICORPLTD
JAI MATA GLASS LTD.,NA,46103,1981,NA
JAIHIND SYNTHETICS LTD.,JAIHIND SYNTHETICS,46103,1986,NA
JAIN IRRIGATION SYSTEMS LTD.,NA,22209,1986,JISLJALEQS
JAIN MARMO INDS. LTD.,JAIN MARMO INDS.,8101,1981,NA
JAIN STUDIOS LTD.,JAIN STUDIOS,6020,1991,JAINSTUDIO
JAINCO PROJECTS (INDIA) LTD.,NA,64990,1991,NA
JAIPAN INDUSTRIES LTD.,NA,46593,1965,NA
JAIPRAKASH POWER VENTURES LTD.,JHPL,35101,1994,JPPOWER
ATHARV ENTERPRISES LTD.,ATHARV ENTERPRISES,64920,1990,NA
JALPAC INDIA LTD.,NA,22201,1986,NA
JAMES HOTELS LTD.,NA,55101,1980,NA
JAMMU & KASHMIR BANK LTD.,J&K BANK,64191,1938,J&KBANK
JAMNA AUTO INDS. LTD.,JAMNA AUTO INDS.,29301,1965,JAMNAAUTO
JAMSHRI REALTY LTD.,NA,34,1907,NA
COLORCHIPS NEW MEDIA LTD.,NA,5911,1985,NA
S G MART LTD.,JARIGOLD TEXTILES,46620,1985,NA
JASCH INDUSTRIES LTD.,JASCH INDS.,13999,1985,JASCHIND
JASH ENGINEERING LTD.,JASH ENGG.,25999,1973,JASH
STARCOM INFORMATION TECHNOLOGY LTD.,NA,62013,1995,NA
JATTASHANKAR INDUSTRIES LTD.,NA,20203,1988,NA
JAUSS POLYMERS LTD.,tr,22203,1987,NA
JAY BEE LAMINATIONS LTD.,JAY BEE LAMINATIONS,25910,1988,JAYBEE
JAY BHARAT MARUTI LTD.,JAY BHARAT,29209,1987,JAYBARMARU
JAYBHARAT TEXTILES & REAL ESTATE LTD.,NA,13111,1985,NA
JAY SHREE TEA & INDS. LTD.,JAY SHREE TEA,10791,1945,JAYSREETEA
JAY USHIN LTD.,JAY USHIN,29209,1986,NA
JAYABHARAT CREDIT LTD.,NA,64990,1943,NA
JAYANT AGRO-ORGANICS LTD.,JAYANT AGRO-ORGANICS,10402,1992,JAYAGROGN
JAYASWAL NECO INDS. LTD.,JAYASWALS NECO,24103,1972,JAYNECOIND
JAYATMA ENTERPRISES LTD.,JAYATMA SPINNERS,64300,1979,NA
SAMSRITA LABS LTD.,JAYAVANT INDS.,64191,1996,NA
JAIPRAKASH ASSOCIATES LTD.,NA,42101,1995,JPASSOCIAT
JAYSHREE CHEMICALS LTD.,JAYSHREE CHEMICALS,46691,1962,NA
JAYSYNTH ORGOCHEM LTD.,NA,20114,1973,JDORGOCHEM
JEET MACHINE TOOLS LTD.,NA,46599,1984,NA
JEEVAN SCIENTIFIC TECHNOLOGY LTD.,NA,72,1999,NA
JENBURKT PHARMACEUTICALS LTD.,NA,21002,1985,NA
JET AIRWAYS (INDIA) LTD.,JET AIRWAYS,51101,1992,JETAIRWAYS
BLUE JET HEALTHCARE LTD.,JET CHEMICALS,20,1968,BLUEJET
JETKING INFOTRAIN LTD.,NA,46909,1983,NA
VEER ENERGY & INFRASTRUCTURE LTD.,NA,46909,1980,NA
JHAVERI CREDITS & CAPITAL LTD.,NA,46909,1993,NA
G P T HEALTHCARE LTD.,NA,86100,1989,GPTHEALTH
JINDAL CAPITAL LTD.,JINDAL CAPITAL,64990,1994,NA
JINDAL COTEX LTD.,NA,64191,1998,JINDCOT
JINDAL DRILLING & INDS. LTD.,re,43122,1983,JINDRILL
JINDAL HOTELS LTD.,NA,55101,1984,NA
JINDAL LEASEFIN LTD.,JINDAL LEASEFIN,64300,1994,NA
KASHYAP TELE-MEDICINES LTD.,NA,62013,1995,NA
CONSOLIDATED FINVEST & HOLDINGS LTD.,NA,64300,1993,CONSOFINVT
JINDAL POLY FILMS LTD.,JINDAL POLY FILMS,1312,1974,JINDALPOLY
JINDAL STEEL & POWER LTD.,JINDAL STEEL & POWER,2410,1979,JINDALSTEL
NALWA SONS INVSTS. LTD.,NALWA SONS,64300,1970,NSIL
J S W ENERGY LTD.,JSWEL,35102,1994,JSWENERGY
J S W STEEL LTD.,JSW,24105,1994,JSWSTEEL
JINDAL WORLDWIDE LTD.,JINDAL WORLDWIDE,1312,1986,JINDWORLD
JOCIL LTD.,NA,20119,1978,JOCIL
JOINDRE CAPITAL SERVICES LTD.,NA,66120,1995,NA
ALEXANDER STAMPS & COIN LTD.,JOLLY LEASING,46909,1992,NA
RETRO GREEN REVOLUTION LTD.,JOLLY MERCHANDISE,46909,1990,NA
JOLLY PLASTIC INDS. LTD.,NA,46909,1981,NA
JONJUA OVERSEAS LTD.,JONJUA OVERSEAS,64300,1993,NA
SHRI VASUPRADA PLANTATIONS LTD.,NA,10791,1900,NA
JOST'S ENGINEERING CO. LTD.,NA,28162,1907,NA
JUBILANT PHARMOVA LTD.,JUBILANT ORGANOSYS,20,1978,JUBLPHARMA
JULLUNDUR MOTOR AGENCY (DELHI) LTD.,NA,45300,1948,JMA
JUMBO BAG LTD.,JUMBO BAG,22203,1990,JUMBO
JUMBO FINANCE LTD.,JUMBO FINANCE,64191,1984,NA
JUPITER INDUSTRIES & LEASING LTD.,NA,77,1984,NA
JYOT INTERNATIONAL MKTG. LTD.,JYOT INTL. MKTG.,64990,1989,NA
JYOTHY LABS LTD.,JYOTHY LABS,20231,1992,JYOTHYLAB
JYOTI LTD. (GUJARAT),NA,2710,1943,NA
JYOTI OVERSEAS LTD.,NA,46103,1974,NA
JYOTI RESINS & ADHESIVES LTD., ,20295,1993,NA
JYOTI STRUCTURES LTD.,NA,25119,1974,JYOTISTRUC
K B S INDIA LTD.,NA,66120,1985,NA
GOURMET GATEWAY INDIA LTD.,r,46306,1982,NA
K C P LTD.,K C P,23941,1941,KCP
K C P SUGAR & INDS. CORPN. LTD.,NA,10721,1995,KCPSUGIND
INFORMED TECHNOLOGIES INDIA LTD.,NA,46909,1958,NA
K G DENIM LTD.,K G DENIM,13121,1992,KGDENIM
KIRLOSKAR PNEUMATIC CO. LTD.,NA,28132,1974,KIRLPNU
K G PETROCHEM LTD.,K G PETROCHEM,13929,1980,NA
K J M C FINANCIAL SERVICES LTD.,NA,64300,1988,KJMCFIN
K J M C CORPORATE ADVISORS (INDIA) LTD.,NA,64300,1998,NA
K L G CAPITAL SERVICES LTD.,NA,64990,1994,NA
EDVENSWA ENTERPRISES LTD.,NA,62013,1980,NA
K M F BUILDERS & DEVELOPERS LTD.,NA,41001,1995,NA
K M S MEDISURGI LTD.,K M S MEDISURGI,46909,1999,NA
K M SUGAR MILLS LTD.,NA,10721,1971,KMSUGAR
K N R CONSTRUCTIONS LTD.,K N R CONSTRUCTIONS,42101,1995,KNRCON
K P R MILL LTD.,NA,13,2003,KPRMILL
K R B L LTD.,K R B L,1111,1993,KRBL
REAL GROWTH CORPN. LTD.,NA,46620,1995,NA
K S B LTD.,NA,28132,1960,KSB
K S E LTD.,KSE,10801,1963,KSE
K S K ENERGY VENTURES LTD.,NA,34,2002,KSK
K S L & INDUSTRIES LTD.,NA,13121,1983,NA
K Z LEASING & FINANCE LTD.,NA,64300,1986,NA
KABRA COMMERCIAL LTD.,KABRA COMMERCIAL,52219,1982,NA
KABRA DRUGS LTD.,KABRA DRUGS,64191,1989,NA
KABRA EXTRUSION TECHNIK LTD.,NA,28292,1982,KABRAEXTRU
KABSONS INDUSTRIES LTD.,NA,46610,1993,NA
KACHCHH MINERALS LTD.,KACHCHH MINERALS,23999,1981,NA
K C L INFRA PROJECTS LTD.,KADAMB CONSTRUCTIONS,34,1995,NA
KAILASH AUTO FINANCE LTD.,KAILASH AUTO FINANCE,64920,1984,NA
KAIRA CAN CO. LTD.,KAIRA CAN CO.,24203,1962,NA
KAISER CORPORATION LTD.,KAISER PRESS,70200,1993,NA
KAJAL SYNTHETICS & SILK MILLS LTD.,NA,46103,1985,NA
KAJARIA CERAMICS LTD.,NA,23939,1985,KAJARIACER
K I C METALIKS LTD.,NA,24101,1986,NA
KAKATIYA CEMENT SUGAR & INDS. LTD.,NA,23941,1979,KAKATCEM
KAKATIYA TEXTILES LTD.,NA,13111,1981,NA
ACCELYA SOLUTIONS INDIA LTD.,NA,62013,1986,ACCELYA
KALLAM TEXTILES LTD.,KALLAM SPG. MILLS,13111,1992,NA
